words,js_file
KRISHNA AGR WORKS GODHRA,vahan
KRISHNA AGRO ENGI,vahan
KRISHNA AGRO INDUSTRIES,vahan
KRISHNA BHIMA SAMRUDDHI LOCAL AREA BANK,bank
KRISHNA BHIMA SAMRUDDHI LOCAL AREA BANK,payments_nach
KRISHNA DISTRICT COOPERATIVE CENTRAL BANK MACHILIPATNAM,bank
KRISHNA ENGINEERING,vahan
KRISHNA ENGINEERING WORKS,vahan
KRISHNA GODAVARI POWER UTILITIES LTD,mca
KRISHNA HYDRO ENERGY LTD,mca
KRISHNA INDUSTRIES,vahan
KRISHNA KNITWEAR TECHNOLOGY LTD,mca
KRISHNA MECHANICAL WORKS,vahan
KRISHNA MERCANTILE CO OP BANK LTD,payments_nach
KRISHNA OVERSEAS INDUSTRIES LTD,mca
KRISHNA SAHAKARI BANK LTD RETHARE BK,payments_nach
KRISHNA SHOWBIZ SERVICES PVT LTD,mca
KRISHNA STRUCTURAL STEEL INDIA LTD,mca
KRISHNA TISSUES PVT LTD,mca
KRISHNA VEHICALS,vahan
KRISHNAE INFRASTRUCTURE PVT LTD,mca
KRISHNAPATNAM POWER CORP LTD,mca
KRISHNAPATNAM RAILWAY CO LTD,mca
KRISHNASAA FABS PVT LTD,mca
KRISHNAVENI A W SRKKLM,vahan
KRISHNAYEE TRAILER,vahan
KROSSLINK INFRASTRUCTURE LTD,mca
KRR INFRA PROJECTS PVT LTD,mca
KRT MOTORS,vahan
KRUKSHETRA AUTOMOBILES,vahan
KRUNAL TRAILER,vahan
KRUNG THAI BANK PCL,bank_test_only
KRUNG THAI BANK PCL,bank
KRUNG THAI BANK PLC,bank_test_only
KRUNG THAI BANK PLC,bank
KRUPA ENGINEERING WORKS KAMAREDDY,vahan
KRUPALA TRAILER,vahan
KRUPALI FABRICATION,vahan
KRUPPA,vahan
KRUSHHI VISHWAS AGRO INDUSTRIES,vahan
KRUSHI AGRICULTURAL WORKS,vahan
KRUSHI KISAN TRAILORS,vahan
KRUSHI LAXMI AGRO INDU,vahan
KRUSHIRAJ ENGINEERING WORKS,vahan
KRUSHIRAJ TRAILER,vahan
KRUSHNA AGRO ENGINEERING WORKS,vahan
KRYPTON INDUSTRIES LTD,mca
KRYSTTAL INTERNATIONAL CARS,vahan
KS HARIKUMAR,mca
KSB LTD,mca
KSBL SECURITIES,broking
KSEB,power
KSH DISTRIPARKS PVT LTD,mca
KSH LOGISTICS PVT LTD,mca
KSK DIBBIN HYDRO POWER PVT LTD,mca
KSK ELECTRICITY FINANCING INDIA PVT LTD,mca
KSK ENERGY CO PVT LTD,mca
KSK MAHANADI POWER CO LTD,mca
KSK MAHANADI POWER COMPANY LIMITED,power
KSK MINERAL RESOURCES PVT LTD,mca
KSK SURYA PHOTOVOLTAIC VENTURE LTD,mca
KSK WATER INFRASTRUCTURES PVT LTD,mca
KSL AND INDUSTRIES LTD,mca
KSL HOLDINGS PVT LTD,mca
KSM SPINNING MILLS LTD,mca
KSOILS LTD,mca
KSR INDUSTRIES,vahan
KSS LTD,mca
KSS PETRON PVT LTD,mca
KST INFRASTRUCTURE LTD,mca
KTM JEWELLERY LTD,mca
KTM MOTORRAD AG,vahan
KTV POWER AND LOGISTICS PVT LTD,mca
KUANTUM PAPERS LTD,mca
KUBER ENG WORKS,vahan
KUBER INDUSTRIES,vahan
KUBOTA AGRICULTURAL MACHINERY INDIA,vahan
KUBOTA CORPORATION JAPAN,vahan
KUDOS CHEMIE LTD,mca
KUDRAT AGRO,vahan
KUKARWADA NAGARIK SAHAKARI BANK,bank
KUKU AUTOMOTIVES,vahan
KULAR AGRO WORKS,vahan
KULAR CONSTRUCTION LTD,mca
KULDEEP ENGINEERING WORKS,vahan
KULDEVI AGRO INDUSTRIES,vahan
KULKARNI POWER TOOLS,vahan
KULUNDAN GENERAL ENGINEERING,vahan
KUM KUM AGRICULTURE,vahan
KUMAR ENGINEERING,vahan
KUMAR ENGINEERING WORKS,vahan
KUMAR MOTORS,vahan
KUMAR MOTORS PVT LTD,mca
KUMAR ORGANIC PRODUCTS LTD,mca
KUMAR SHARE BROKERS,broking
KUMAR URBAN DEVELOPMENT PVT LTD,mca
KUMAR V JAHGIRDAR,broking
KUMARAN ENGINEERING ENTERPRISES,vahan
KUMARAN ENGINEERING WORKS MAHABUBABAD,vahan
KUMARAPALAYAM TOLLWAYS LTD,mca
KUMBAKONAM CENTRAL COOPERATIVE BANK,bank
KUMBAKONAM MUTUAL BENEFIT FUND NIDHI LTD,mca
KUMBHI KASARI SAHKARI BANK LTD KUDITRE,payments_nach
KUN MOTOR COMPANY,vahan
KUN MOTORCYCLES,vahan
KUNAL ENGINEERING WORKS,vahan
KUNVARJI FINSTOCK,broking
KURLA NAGARIK SAHAKARI BANK LTD,payments_nach
KURLON LTD,mca
KURMANCHAL NAGAR SAHAKARI BANK,bank
KURMANCHAL NAGAR SAHAKARI BANK,bank_test_only
KURMI ENERGY PVT LTD,mca
KURUKSHETRA AUTOMOBILES (P),vahan
KURUKSHETRA EXPRESSWAY PVT LTD,mca
KUSH SYNTHEITCS PVT LTD,mca
KUSHAL AGRO IND,vahan
KUSHAL MOTORS,vahan
KUT ENERGY PVT LTD,mca
KUTCH CHEMICAL INDUSTRIES LTD,mca
KUTCH CO OP BANK LTD,payments_nach
KUTCH RAILWAY CO LTD,mca
KUTCH SALT AND ALLIED INDUSTRIES LTD,mca
KVENKATA RAJU ENGINEERS AND CONTRACTORS PVT LTD,mca
KVK BIO ENERGY PVT LTD,mca
KVK ENERGY AND INFRASTRUCTURE PVT LTD,mca
KVK ENERGY VENTURES PVT LTD,mca
KVK NILACHAL POWER PVT LTD,mca
KVM ENERGY PVT LTD,mca
KVR AUTOCARS PVT LTD,mca
KVR PROJECTS PVT LTD,mca
KWALITY LTD,mca
KWANGSUNG BRAKE INDIA PVT LTD,mca
KYATI METALS AND TRADING PVT LTD,mca
KYB CONMAT,vahan
KYNTIEWLANG STEEL,vahan
KYOCERA CTC PRECISION TOOLS PVT LTD,mca
KYORI OREMIN LTD,mca
KYRA LANDSCAPES LTD,mca
KYTE ENERGY,vahan
Kai International Pvt. Ltd,fois
Kalburgi Cement Private Ltd,fois
Kama,fmcg_amazon
Kamadhenu,fmcg_amazon
Kamaljeet Singh Ahluwalia(SAP DIVN),fois
Kamdhenu,fmcg_amazon
Kanodia Infratech Ltd,fois
Kapadia,fmcg_amazon
Kapiva,fmcg_amazon
Kara,fmcg_amazon
Karachi,fmcg_amazon
Kare In,fmcg_amazon
Kari,fmcg_amazon
Kashmere,fmcg_amazon
Kats,fmcg_amazon
Kavacha,fmcg_amazon
Kazarmax,fmcg_amazon
Kazima,fmcg_amazon
Keeros,fmcg_amazon
Kelloggs,fmcg_amazon
Kerala Vision,telecom
Kerastase,fmcg_amazon
Kesh King,fmcg_amazon
Kesoram Cement Ltd,fois
Keto,fmcg_amazon
Ketofuel,fmcg_amazon
Kewpie,fmcg_amazon
Keya,fmcg_amazon
Keynote,fmcg_amazon
Khaas,fmcg_amazon
Kidsville,fmcg_amazon
Kimchi,fmcg_amazon
Kimirica,fmcg_amazon
King,fmcg_amazon
Kingdom,fmcg_amazon
Kingswagger,fmcg_amazon
Kinley,fmcg_amazon
Kissan,fmcg_amazon
Kitchen,fmcg_amazon
Kitchenette,fmcg_amazon
Kitchens Of India,fmcg_amazon
Kittens,fmcg_amazon
Kiwi,fmcg_amazon
Kleenex,fmcg_amazon
Klepe,fmcg_amazon
Klf Coconad,fmcg_amazon
Kn Juicy,fmcg_amazon
Knorr,fmcg_amazon
Koel By Lavie,fmcg_amazon
Kohinoor,fmcg_amazon
Kolaghat Thermal Power Station,fois
Kolhu,fmcg_amazon
Kolkata Dock System,port
Konaseema Gas Power Ltd,power
Kopiko,fmcg_amazon
Korba West Power Co Ltd,power
Kotak Mahindra,general_insurance
Kotak Mahindra,life_insurance
Kotak Mahindra MF,amc
Kotex,fmcg_amazon
Kraasa,fmcg_amazon
Kraft,fmcg_amazon
Krafty,fmcg_amazon
Kribhco Infrastructure Ltd,fois
Krishnapatnam Port Company Ltd,fois
Krystle,fmcg_amazon
Ks Foods,fmcg_amazon
Kuber Industries,fmcg_amazon
Kurkure,fmcg_amazon
Kwality,fmcg_amazon
L & T FINANCE HOLDINGS LIMITED,nbfc
L & T FINANCE LIMITED,nbfc
L & T INFRASTRUCTURE FINANCE COMPANY LIMITED,nbfc
L AND T AVIATION SERVICES PVT LTD,mca
L AND T CASE EQUIPMENT,vahan
L AND T CHENNAI TADA TOLLWAY LTD,mca
L AND T CONSTRUCTION EQUIPMENT,vahan
L AND T CONSTRUCTION MACHINERY,vahan
L AND T DECCAN TOLLWAYS LTD,mca
L AND T FINANCE LTD,mca
L AND T FINCORP LTD,mca
L AND T HALOL SHAMLAJI TOLLWAY LTD,mca
L AND T HOUSING FINANCE LTD,mca
L AND T HOWDEN PVT LTD,mca
L AND T HYDROCARBON ENGINEERING LTD,mca
L AND T INFRASTRUCTURE DEVELOPMENT PROJECTS LTD,mca
L AND T INFRASTRUCTURE FINANCE COMPANY LTD,mca
L AND T INTERSTATE ROAD CORRIDOR LTD,mca
L AND T JOHN DEERE,vahan
L AND T MHI POWER BOILERS PVT LTD,mca
L AND T MHI POWER TURBINE GENERATORS PVT LTD,mca
L AND T POWER DEVELOPMENT LTD,mca
L AND T RAJKOT VADINAR TOLLWAY LTD,mca
L AND T REALTY DEVELOPERS LTD,mca
L AND T REALTY LTD,mca
L AND T SAMAKHIALI GANDHIDHAM TOLLWAY LTD,mca
L AND T SAMBALPUR ROURKELA TOLLWAY LTD,mca
L AND T SAPURA SHIPPING PVT LTD,mca
L AND T SHIPBUILDING LTD,mca
L AND T SPECIAL STEELS AND HEAVY FORGINGS PVT LTD,mca
L AND T TRANSPORTATION INFRASTRUCTURE LTD,mca
L AND T VALVES LTD,mca
L AND W CONSTRUCTION PVT LTD,mca
L B AGRO PRODUCTS,vahan
L C C INFOTECH LTD,mca
L G BALAKRISHNAN AND BROS LTD,mca
L G ELECTRONICS INDIA PVT LTD,mca
L R N FINANCE LTD,mca
L V S POWER PVT LTD,mca
L&T FINANCE LIMITED,nbfc
L&T INFOTECH,infotech
L&T INFRA DEBT FUND LIMITED,nbfc
L&T MF,amc
L&T TECHNOLOGY SERVICES,infotech
L&T TECHNOLOGY SERVICES LIMITED,infotech
L&T UHL,power
L.D.K. SHARES & SECURITIES,broking
LA BOTTLERS PVT LTD,mca
LABDHI FINANCE CORPORATION,broking
LADA,vahan
LADDERUP FINANCE LTD,mca
LAFARGE UMIAM MINING PVT LTD,mca
LAFFAN SOFTWARE LTD,mca
LAGUNA RESORT PVT LTD,mca
LAHORI AGRO INDUSTRIES,vahan
LAHOTI TERRA KNITFAB LTD,mca
LAILA HOTELS AND RESORTS PVT LTD,mca
LAILA SUGARS PVT LTD,mca
LAISH MADISON MOTOR WORKS,vahan
LAKEPOINT BUILDERS PVT LTD,mca
LAKESHORE HOSPITAL AND RESEARCH CENTRE LTD,mca
LAKHANI INDIA LTD,mca
LAKHIMPUR URBAN CO OP BANK LTD,payments_nach
LAKHIMPUR URBAN COOPBANK,bank
LAKSHMI AGRO INDUSTRIES,vahan
LAKSHMI AUTO TRADERS,vahan
LAKSHMI AUTOMATIC LOOM WORKS LTD,mca
LAKSHMI ENERGY AND FOODS LTD,mca
LAKSHMI ENGINEERING WORKS,vahan
LAKSHMI FLOAT GLASS LTD,mca
LAKSHMI JALAVIDYUT KRISHNA LTD,mca
LAKSHMI MOTORS,vahan
LAKSHMI NARASIMHA AGRO ENGINEERING WORKS,vahan
LAKSHMI TRAILERS,vahan
LAKSHMI UTILITY FINANCE PVT LTD,mca
LAKSHMI VENKATESHWARA ENGINEERING WORKS SANGAREDDY,vahan
LAKSHMI VILAS BANK,bank
LAKSHMI VILAS BANK,bank_test_only
LAKSHMI VILAS BANK,bank_2
LAKSHMI VILAS BANK,payments_npci
LAKSHMI VILAS BANK LTD,mca
LAKSHMIBALAJI BOTTLING PVT LTD,mca
LAKSHMISHA INDUSTRIES,vahan
LAKSHMISHREE INVESTMENT & SECURITIES,broking
LAKSHYA AUTO SALES CORPORATION,vahan
LAKSHYA MOTORS,vahan
LAL AGRO INDUSTRIES,vahan
LAL BABA SEAMLESS TUBES PVT LTD,mca
LAL CHAND AGRICULTURE WORKS,vahan
LALGANGA BUILDERS PVT LTD,mca
LALGURU FARM HOUSE,vahan
LALIT PIPES AND PIPES LTD,mca
LALIT TRAILER,vahan
LALITPUR POWER GENERATION CO LTD,mca
LALITPUR POWER GENERATION COMPANY LIMITED,power
LALKAR SECURITIES,broking
LALPUR WIND ENERGY PRIVATE LIMITED,power
LALPUR WIND ENERGY PVT LTD,mca
LAMBDA TELEVENTURE PVT LTD,mca
LAMBORGHINI,vahan
LAMBRETTA MOTORCYCLES AND SCOOTERS,vahan
LAMBY MOTORS,vahan
LAMHAS SATELLITE SERVICES LTD,mca
LAMPEX ELECTRONICS LTD,mca
LANCIA THEMA,vahan
LANCO AMARKANTAK POWER LIMITED,power
LANCO AMARKANTAK POWER LTD,mca
LANCO ANPARA POWER LTD,mca
LANCO BABANDH POWER LTD,mca
LANCO DEVIHALLI HIGHWAYS LTD,mca
LANCO GROUP LTD,mca
LANCO HILLS TECHNOLOGY PARK PVT LTD,mca
LANCO HORIZON PROPERTIES PVT LTD,mca
LANCO HOSKOTE HIGHWAY LTD,mca
LANCO INFRATECH LIMITED,power
LANCO INFRATECH LTD,mca
LANCO KANPUR HIGHWAYS LTD,mca
LANCO KONDAPALLI POWER LTD,mca
LANCO MANDAKINI HYDRO ENERGY PVT LTD,mca
LANCO POWER LTD,power
LANCO SOLAR ENERGY PVT LTD,mca
LANCO SOLAR PVT LTD,mca
LANCO TANJORE POWER CO LTD,mca
LANCO THERMAL POWER LTD,mca
LANCO VIDARBHA THERMAL POWER LTD,mca
LANDBASE INDIA LTD,mca
LANDCRAFT DEVELOPERS PVT LTD,mca
LANDESBANK BADEN WURTTEMBERG,mca
LANDIS GYR,internet
LANDIS GYR LTD,mca
LANDMARK APARTMENTS PVT LTD,mca
LANDMARK HOUSING PROJECTS CHENNAI PVT LTD,mca
LANDMARK INFONET PVT LTD,mca
LANDMARK PROPERTY DEVELOPMENT CO LTD,mca
LANDMARSHAL FARM MACHINERY CHHATRA,vahan
LANDT INFRASTRUCTURE FINANCE COMPANY LTD,mca
LANDVIEW INDIA PVT LTD,mca
LANGFANG XINSAIPU PET,vahan
LANGPI DEHANGI RURAL BANK,bank
LANSON MOTORS,vahan
LANTECH PHARMACEUTICALS LTD,mca
LAPP INDIA PVT LTD,mca
LAPPL,power
LAQSHYA HYDERABAD AIRPORT MEDIA PVT LTD,mca
LARSEN AND TOUBRO,vahan
LARSEN AND TOUBRO LTD,mca
LASENOR INDIA PVT LTD,mca
LATENTVIEW ANALYTICS,infotech
LATHANGI CYCLE AND CARRIAGE,vahan
LATIN MANHARLAL SECURITIES,broking
LATUR INTEGRATED TEXTILE PARK PVT LTD,mca
LATUR RENEWABLE PRIVATE LIMITED,power
LATUR URBAN COOP BANK LATUR,bank
LAUNCHER MATERIAL HANDLING INDUSTRIES,vahan
LAURUS EDUTECH PVT LTD,mca
LAV KUSH ENG WORKS,vahan
LAVANYA GOLD JEWELS INDIA PVT LTD,mca
LAVASA CORP LTD,mca
LAVGAN DOCKYARD PVT LTD,mca
LAVYA ASSOCIATES HR SERVICES,internet
LAWAT MOTORS,vahan
LAWAT MOTORS LLP,vahan
LAXCON STEELS LTD,mca
LAXMI AGRO EN,vahan
LAXMI AGRO ENGG WORKS KARIMNAG,vahan
LAXMI DIAMOND PVT LTD,mca
LAXMI E-RICKSHAW COMPANY,vahan
LAXMI ENG CO,vahan
LAXMI ENGINEERING WORKS,vahan
LAXMI ENGINEERING WORKS NLG,vahan
LAXMI GANAPATHI ENGINEERING WORKS NALGONDA,vahan
LAXMI GANESH ENGINEERING WORKS,vahan
LAXMI GOBINDA AGRO IND BLS,vahan
LAXMI INDUSTRIES,vahan
LAXMI MAHILA NAGRIK SAHAKARI BANK MARYADIT,payments_nach
LAXMI NARSIMHA SWAMY ENGINEERING WORKS,vahan
LAXMI PRASANNA ENGINEERING WORKS,vahan
LAXMI RANGANATHA TRAILERS,vahan
LAXMI SAI ENGINEERING WORKS,vahan
LAXMI STEEL INDUSTRIES,vahan
LAXMI STEEL PRODUCTS,vahan
LAXMI STEEL WORKS,vahan
LAXMI TRACTOR,vahan
LAXMI TRAILERS,vahan
LAXMI URBAN CO OP BANK LTD LATUR,payments_nach
LAXMI URBAN COOP BANK LATUR,bank
LAXMI WELDING WORKS,vahan
LAXMIBAI MAHILA NAGRIK SAHAKARI BANK MARADIT,payments_nach
LAZARD INDIA PVT LTD,mca
LAZARUS HOSPITALS PVT LTD,mca
LEADEC INDIA PVT LTD,mca
LEADING HOTELS LTD,mca
LEAN DRIVES,vahan
LEAP GREEN ENERGY PRIVATE LIMITED,power
LEAP GREEN ENERGY PVT LTD,mca
LEARNET SKILLS LTD,mca
LECTRIX EV,vahan
LEDVANCE PVT LTD,mca
LEE AND NEE SOFTWARES EXPORTS LTD,mca
LEEBOY INDIA,vahan
LEEBOY INDIA CONSTRUCTION EQUIPMENT,vahan
LEELA LACE HOLDINGS PVT LTD,mca
LEELA TRAILER FABRICATION,vahan
LEESA LIFESCIENCES PVT LTD,mca
LEEWON PRECISION PVT LTD,mca
LEGACY GLOBAL PROJECTS PVT LTD,mca
LEGITIMATE ASSETS OPERATORS PVT LTD,mca
LEHAR FOOTWEARS LTD,mca
LEIGHTON INDIA CONTRACTORS PVT LTD,mca
LENSKART,internet
LEO FASTENERS,power
LEO INDUSTRIES,vahan
LEO MERIDIAN INFRASTRUCTURE PROJECTS AND HOTELS LTD,mca
LEOPAN MOTORS,vahan
LEPL PROJECTS LTD,mca
LES ATELIERS DE PONDICHERRY PVT LTD,mca
LEVELSTATE SYSTEMS PRIVATE LIMITED,power
LEXICON FINANCE LTD,mca
LEXUS MOTORS,vahan
LEZORA VITRIFIED PVT LTD,mca
LFS BROKING,broking
LG POLYMERS INDIA PVT LTD,mca
LGB FORGE LTD,mca
LI-IONS ELEKTRIK SOLUTIONS,vahan
LIBERTY AGRO SERVICE,vahan
LIBERTY SHOES LTD,mca
LIBORD BROKERAGE,broking
LIC,life_insurance
LIC EMPLOYEES COOPERATIVE BANK UDUPI,bank
LIC HOUSING FINANCE LTD,mca
LICIOUS,internet
LIEBHERR,vahan
LIEBHERR APPLIANCES INDIA PVT LTD,mca
LIEBHERR INDIA,vahan
LIFE INSURANCE CORP OF INDIA,mca
LIFE INSURNACE CORP OF INDIA,mca
LIFE STYLE INTERNATIONAL PVT LTD,mca
LIFECELL INTERNATIONAL PVT LTD,mca
LIFELONG INDIA PVT LTD,mca
LIFELONG MEDITECH PVT LTD,mca
LIFESPRING HOSPITALS PVT LTD,mca
LIGARE AVIATION LTD,mca
LIGARE VOYAGES LTD,mca
LIGHT MOTOR VEHICLE,vahan
LIGHTING TECHNOLOGIES INDIA PVT LTD,mca
LILA INDUSTRIES,vahan
LILUAH CO OP BANK LTD,payments_nach
LIMO,vahan
LINC PEN AND PLASTICS LTD,mca
LINCOLN PHARMACEUTICALS LTD,mca
LINCOLN TOWN CAR,vahan
LINDE,vahan
LINDE ENGINEERING,internet
LINDE INDIA LTD,mca
LINDSTROM SERVICES INDIA PVT LTD,mca
LINEA LEATHER ACCESSORIES PVT LTD,mca
LINFOX LOGISTICS INDIA PVT LTD,mca
LINGAMANENI LAND MARKS DEVELOPERS PVT LTD,mca
LINGARAJ PORTFOLIOS PVT LTD,mca
LINGRAJ STEEL AND POWER PVT LTD,mca
LINK AGRO ENGINEERING WORKS,vahan
LINKBELT CONST EQUIPMENT CO,vahan
LINKPOINT INFRASTRUCTURE PVT LTD,mca
LINKWELL SEAMLESS TUBES PVT LTD,mca
LINNHOFF INDIA,vahan
LIQUID INVESTMENT AND TRADING CO PVT LTD,mca
LITE BITE FOODS PVT LTD,mca
LITOLIER PROPERTIES HOLDINGS PVT LTD,mca
LITTLE MILLENNIUM EDUCATION PVT LTD,mca
LIUGONG IND,vahan
LIUGONG INDIA,vahan
LIUGONG INDIA PVT LTD,mca
LIVE HOSPITAL PVT LTD,mca
LIVERPOOL RETAIL INDIA LTD,mca
LIVGREEN CLEANTECH PVT LTD,mca
LIVIA INDIA LTD,mca
LIVIA POLYMER BOTTLES PVT LTD,power
LIVQUICK PPI,payments_upi_apps
LIVSPACE,internet
LIZER TECHNOLOGIES LTD,mca
LKP FINANCE LTD,mca
LKP SECURITIES,broking
LKSGOLDHOUSE PVT LTD,mca
LLOYD INSULATIONS INDIA LTD,mca
LLOYDS LINE PIPES LTD,mca
LLOYDS METALS AND ENERGY LTD,mca
LM WIND POWER BLADES INDIA PVT LTD,mca
LMG BRANDS INDIA PVT LTD,mca
LMG CONSULTING SERVICES INDIA PVT LTD,mca
LML,vahan
LML LTD,mca
LMP TRCTOR,vahan
LMV,vahan
LN INDUSTRIES INDIA LTD,mca
LNB RENEWABLE ENERGY PVT LTD,mca
LOADCRAFT INDUSTRIES,vahan
LOANS AND AGENCY UK AND EUROPE,mca
LOCAL,vahan
LOCALLY MANUFCTURES,vahan
LODHA GROUP,internet
LOG 9 MATERIALS SCIENTIFIC,vahan
LOGAN ADVISORS PVT LTD,mca
LOGISTIC ENTERPRISES PVT LTD,mca
LOGIX BUILDTECH PVT LTD,mca
LOGIX INFRATECH PVT LTD,mca
LOGOS HOLDING CO PVT LTD,mca
LOHA ISPAAT LTD,mca
LOHAN AGRICULTURE FABRICATION,vahan
LOHARDAGA AUTOMOTIVE,vahan
LOHIA AUTO INDUSTRIES,vahan
LOHIA MACHINERY,vahan
LOHIA SECURITIES,broking
LOHIYA AGRO INDUSTRIES,vahan
LOHR INDIA AUTOMOTIVE,vahan
LOK HOUSING AND CONSTRUCTIONS LTD,mca
LOK PRIYA BUILDWELL PVT LTD,mca
LOKHANDWALA KATARIA CONSTRUCTION PVT LTD,mca
LOKMANGAL AGRO INDUSTRIES LTD,mca
LOKMANGAL CO OP BANK LTD SOLAPUR,payments_nach
LOKMANGAL MAULI INDUSTRIES LTD,mca
LOKMANGAL SUGAR ETHENOL AND CO GENERATIONINDUSTRIES LTD,mca
LOKMANYA HOSPITALS PVT LTD,mca
LOKMAT MEDIA PVT LTD,mca
LOKNETE DATTAJI PATIL SAHAKARI BANK LTD,payments_nach
LOKNETE DATTAJI PATIL SAHKARI BANK LASALGAON,bank
LOKOMO,vahan
LOKSHAKTI SUGAR AND ALLIED INDUSTRIES LTD,mca
LOKVIKAS NAGARI SAHAKARI BANK AURANGABAD,bank
LOKVIKAS NAGARI SAHAKARI BANK LTD AURANGABAD,payments_nach
LONAVALA SAHAKARI BANK,bank
LONAVALA SAHAKARI BANK LTD,payments_nach
LONDON EV COMPANY (IMPORTER EXCLUSIVE MOTORS),vahan
LONG LIFE INGEENIARING,vahan
LONSEN KIRI CHEMICAL INDUSTRIES LTD,mca
LOOP MOBILE INDIA LTD,mca
LORAIN,vahan
LORDS CHEMICALS LTD,mca
LORDS CHLORO ALKALI LTD,mca
LORDS VEHICLE MFG,vahan
LOREAL,internet
LOROM INDIA CORP PVT LTD,mca
LOTA MUSTANG D 450 BEARING,vahan
LOTAY AGRO TECH,vahan
LOTEY AGRICULTURE WORKS,vahan
LOTEY AGRO INDUSTRY,vahan
LOTEY INDUSTRY,vahan
LOTIA MOTORS,vahan
LOTUS CAPITAL FINANCIAL SERVICES LTD,mca
LOTUS CARS,vahan
LOTUS CLEAN POWER VENTURE PVT LTD,mca
LOTUS ESPIRIT,vahan
LOTUS EYE HOSPITAL AND INSTITUTE LTD,mca
LOTUS GLOBAL EQUITIES,broking
LOTUS HOMETEXTILES LTD,mca
LOVABLE LINGERIE LTD,mca
LOVATE LOVATEK,vahan
LOVEJEET AGRO INDUSTRY,vahan
LOVELY AGRO INDUSTRIES,vahan
LOYLTY REWARDZ MANAGEMENT PVT LTD,mca
LPGCL,power
LPU,internet
LS AUTOMOTIVE INDIA PVT LTD,mca
LS CABLE INDIA PVT LTD,mca
LS INDUSTRIES LTD,mca
LS MILLS LTD,mca
LSC INFRATECH LTD,mca
LSC SECURITIES,broking
LSC Securities Limited,broking
LSE SECURITIES,broking
LT FOODS LTD,mca
LTI   LARSEN & TOUBRO INFOTECH,infotech
LTIDPL INDVIT SERVICES LTD,mca
LUBRIZOL INDIA PVT LTD,mca
LUCKNOW MALL DEVELOPERS PVT LTD,mca
LUCKNOW SITAPUR EXPRESSWAYS LTD,mca
LUCKNOW URBAN CO OP BANK LTD,payments_nach
LUK INDIA PVT LTD,mca
LULU CONVENTION AND EXHIBITION CENTER PVT LTD,mca
LULU CYBER PARK PVT LTD,mca
LULU FLIGHT KITCHEN PVT LTD,mca
LULU GROUP INDIA PVT LTD,mca
LUMEN ENGINEERING PVT LTD,mca
LUMINA DATAMATICS,internet
LUMINAIRE TECHNOLOGIES LTD,mca
LUMINO INDUSTRIES LTD,mca
LUMINOUS POWER TECHNOLOGIES PVT LTD,mca
LUNA,vahan
LUNA CHEMICAL INDUSTRIES PVT LTD,mca
LUNAWADA PEOPLES CO OP BANK,bank
LUNIA INVESTMENTS & FINANCE,broking
LUPIN LTD,mca
LUX INDUSTRIES LTD,mca
LVS Power Ltd,power
LYCA HOTELS PVT LTD,mca
LYCATEL BUSINESS OUTSOURCING SOLUTIONS PVT LTD,mca
LYKA BDR INTERNATIONAL LTD,mca
LYKA LABS LTD,mca
LYKIS LTD,mca
LYPSA GEMS AND JEWELLERY LTD,mca
La,fmcg_amazon
La Costena,fmcg_amazon
Labrada,fmcg_amazon
Lacto Calamine,fmcg_amazon
Ladies Hub,fmcg_amazon
Lakme,fmcg_amazon
Lal Sweets,fmcg_amazon
Lanco Power Ltd,power
Laopala,fmcg_amazon
Larah,fmcg_amazon
Larsen And Toubro Ltd,fois
Lavie,fmcg_amazon
Lawrence,fmcg_amazon
Layasa,fmcg_amazon
Lays,fmcg_amazon
Leaf,fmcg_amazon
Lg,fmcg_amazon
Liberty,fmcg_amazon
Liberty General,general_insurance
Liberty Videocon,general_insurance
Life,fmcg_amazon
Lifebuoy,fmcg_amazon
Lifelong,fmcg_amazon
Lifree,fmcg_amazon
Lify,fmcg_amazon
Limca,fmcg_amazon
Lindt,fmcg_amazon
Lining,fmcg_amazon
Lino,fmcg_amazon
Lion,fmcg_amazon
Lip,fmcg_amazon
Lipton,fmcg_amazon
Lisboa,fmcg_amazon
Listerine,fmcg_amazon
Livia,fmcg_amazon
Livon,fmcg_amazon
Lizol,fmcg_amazon
Loafer,fmcg_amazon
Lock Laces,fmcg_amazon
Loreal,fmcg_amazon
Loreto,fmcg_amazon
Lotte,fmcg_amazon
Lotus,fmcg_amazon
Love,fmcg_amazon
Love Crochet Art,fmcg_amazon
Lovin Traders,fois
Loyka,fmcg_amazon
Lucknows,fmcg_amazon
Lucky,fmcg_amazon
Luvit,fmcg_amazon
Luvlap,fmcg_amazon
Lux,fmcg_amazon
Lxoice,fmcg_amazon
M AND B ENGINEERING LTD,mca
M AND M EQUIPMENTS PVT LTD,mca
M B AUTOMOBILES,vahan
M C FARM AND ENGINEERING EQUIPMENTS,vahan
M C SPINNERS PVT LTD,mca
M E W,vahan
M F T P,vahan
M G B AUTOMOTIVES (P),vahan
M G BROTHERS,vahan
M G CAPITAL SERVICES,broking
M G F DEVELOPMENTS LTD,mca
M G GOLD REALATORS PVT LTD,mca
M G INDUSTRIES,vahan
M G M TRACTORS AND TRAILERS,vahan
M G P ENGINEERING WORKS,vahan
M H AGRICULTURE WORKS,vahan
M J BIOPHARM PVT LTD,mca
M J CASTING LTD,mca
M K BROTHERS,vahan
